endTime,0
2024-08-17,1
2024-08-22,0
2024-08-27,5
2024-09-01,2
2024-09-06,1
2024-09-11,7
2024-09-16,7
2024-09-21,8
2024-09-26,3
2024-10-01,3
2024-10-06,4
2024-10-11,7
2024-10-16,2
2024-10-21,6
2024-10-26,0
2024-10-31,1
2024-11-05,1
2024-11-10,0
2024-11-15,1
2024-11-20,2
2024-11-25,0
2024-11-30,0
2024-12-05,1
2024-12-10,0
2024-12-15,0
2024-12-20,0
2024-12-25,0
2024-12-30,1
2025-01-04,1
2025-01-09,1
