artistName,albumName,trackName,uri
Aeden,Would You Be Waiting,Would You Be Waiting,spotify:track:3PHOx8osoFglbGHz8dWY5E
Raven & Kreyn,Biscuit,Biscuit,spotify:track:04L7sSjD7zDe9k1IDuR3nf
RandJess,Rester des mômes,À quoi elles rêvent ?,spotify:track:4ZAjBAeUXJtAG0q8QP6t0i
Ruger,RnB,Ilashe,spotify:track:1kW728xFsRBvunN1yiTsNf
OVSKY,Where Do We Go,Where Do We Go,spotify:track:3NhiKS9YBjpyKuQS7TKV5B
Jonth,Heartless,Heartless,spotify:track:2GXUMLSt1Pw0ElD6thMazF
Soprano,Phoenix,Le coach (feat. Vincenzo),spotify:track:1RighqmKZNqLP9rklJ4HCz
Chop Daily,Water,Water,spotify:track:5mH230vvkLSBJJZIftBttH
FLOTE,Mine To Lose,Mine To Lose,spotify:track:0rb5zOkIIkUlPqbJTR1xKD
Johann Sebastian Bach,"Bach, J.S.: Das Wohltemperierte Klavier I","The Well-Tempered Clavier, Book 1: Prelude & Fugue No. 3 in C-Sharp Major, BWV 848",spotify:track:5ZNSZG7XFqMdJmisfg9Cw1
JVKE,lavender (feat. Pink Sweat$),lavender (feat. Pink Sweat$),spotify:track:4WkmcS7sW41aVsFdJ2PfT7
Ayra Starr,The Year I Turned 21,Commas,spotify:track:4GXW3Ne1jzdORKHvHjK31V
Grant,Where Will We Go,Where Will We Go - Acoustic,spotify:track:6voo8x5qmBvabjEOxPHesp
Wande Coal,Iskaba,Iskaba,spotify:track:1GuLgNKd4lrI1vugkxMCAX
Dmitri Shostakovich,"Shostakovich: 24 Preludes, Op. 34; Piano Sonatas Nos. 1 & 2","24 Preludes, Op. 34: No. 17 in A-Flat Major. Largo",spotify:track:1tuqXDhE44dIbQdZTqM6ZJ
Chuck New,Music Inside,Music Inside - Original Mix,spotify:track:3QNIPlTinP3bOrbbT5mGXC
Rootkit,Recursion,Promise Me - Melano Remix,spotify:track:5GYXQS1Sg3cIANSP9ATIYC
Tom Wilson,Darkness,Darkness,spotify:track:10kafTxIsKauZk90HidHjV
Vicetone,Legacy,Nothing But Love For You,spotify:track:60VLtkNdzSiwESwBDlRFst
JJD,Just A Minute More,Just A Minute More,spotify:track:5szhT1UxXIFHlTHNeJJbxF
smle,Stranded,Stranded,spotify:track:451PZxWG1yUGJ6wenQs9bp
Trivecta,Find My Way,Never Let Me Go,spotify:track:5jQZHtSrI79gcAwWFjchYB
Jagsy,Don't You Know,Don't You Know,spotify:track:7xDOf3Z4TaQDFkr9rvYpc5
Tate McRae,THINK LATER,exes,spotify:track:4E63weMCaNZuGPEFMnuEi8
OVSKY,Other Side,Other Side,spotify:track:5kj5GVUyYb5yXXtsbUeqpw
EDDIE,Waiting,Waiting,spotify:track:5qTg7ZtUycWkR1YtUF7mSg
Stonebank,Let You Down,Let You Down,spotify:track:3WjsaQylfVq87F6hLfayiQ
Vicetone,Astronomia,Astronomia,spotify:track:665AK0ovB11McZRwfa852G
Benson Boone,Fireworks & Rollerblades,Ghost Town,spotify:track:6HuHyXviAdpmnQu73JHfBz
Axollo,Silence,Silence,spotify:track:2ezhpsQj2wNPjOKC1oh1PB
JVKE,this is what winter feels like,this is what winter feels like,spotify:track:1TbxAY9cb9MbvTifjcvSkJ
Arlow,Happy Now,Happy Now,spotify:track:3U5grQoCuguIpoHYfRpPKh
Zero Hero,Rocket League x Monstercat Vol. 1,Twilight,spotify:track:24gYjiaTKffptpoiWbNMbp
Ayra Starr,Rush,Rush,spotify:track:1rrqJ9QkOBYJlsZgqqwxgB
Bad Computer,Chasing Clouds,Chasing Clouds,spotify:track:4Iw6e5hL3ynmUNV2tgClHL
David Guetta,2U (feat. Justin Bieber),2U (feat. Justin Bieber),spotify:track:3A7qX2QjDlPnazUsRk5y0M
Seven Lions,First Time (feat. Dylan Matthew),First Time (feat. Dylan Matthew),spotify:track:27YD36FUikKxbp3bKSiKGZ
WALK THE MOON,TALKING IS HARD,Shut Up and Dance,spotify:track:4kbj5MwxO1bq9wjT5g9HaA
Abandoned,Salvage,Salvage,spotify:track:6Oe2fIOBBnGqZSZbbw7Xb9
Aeden,Take It or Leave It,Take It or Leave It,spotify:track:02Jm97ALc0atbXRpiwCLba
benny blanco,FRIENDS KEEP SECRETS,Eastside (with Halsey & Khalid),spotify:track:7FGq80cy8juXBCD2nrqdWU
Radiohead,OK Computer,No Surprises,spotify:track:10nyNJ6zNy2YVYLrcwLccB
Grant,The Edge,The Edge,spotify:track:2P8MOT07PrPiTjqNPKWVsp
CKay,love nwantiti (feat. ElGrande Toto),love nwantiti (feat. ElGrande Toto) - North African Remix,spotify:track:1EYeZGTMCjV7uVey5fNWXM
Stephen Walking,Hey,Hey,spotify:track:5b7DM9lX6SZVqOxaoKpUTo
DJ Tons,Always Remember Us This Way,Always Remember Us This Way,spotify:track:3GWfrTBsWKHwrqBzfCfeOK
Omah Lay,Boy Alone,i'm a mess,spotify:track:65v99AWZyNz3aRmfrT2I7N
Clean Bandit,What Is Love?,Rockabye (feat. Sean Paul & Anne-Marie),spotify:track:2hrUO4drrO63i7FYbCLBl2
Chris James,The Weight of Nostalgia,12 Hours,spotify:track:4SCCczAQXPOkM26I2gWhjt
OVSKY,Time EP,Way To You,spotify:track:6yji8gchFtQiB5OA9lQvDe
Cheque,Bravo,Body,spotify:track:2ZzdMe0ExxdkgMZ8vzPB30
SABAI,Scared,Scared,spotify:track:2ktaGvlb0uE3tUQXy2oXoo
Jay Cosmic,Ocean Eyes,Ocean Eyes,spotify:track:1REdX9F6uFLWyjigcqxA6v
William Black,Take Me,Take Me,spotify:track:6hh8nY4fmUxAlDrKk5m89u
Brandyn Burnette,Hands Down,Hands Down,spotify:track:0NvLJlMV4JJYCloI7dGbCH
SABAI,Me + You,Me + You - With Løve Remix,spotify:track:1zVoCYS8vLibUr52cggUvy
Orelsan,La fête est finie,Tout va bien,spotify:track:7gmYDrNYV5AaTEnZo0yhtM
Dmitri Shostakovich,"Shostakovich: 24 Preludes, Op. 34; Piano Sonatas Nos. 1 & 2","24 Preludes, Op. 34: No. 15 in D-Flat Major. Allegretto",spotify:track:1qwfRK13qYSo4UxzTt1C4c
Modjo,Modjo Band,Lady - Hear Me Tonight,spotify:track:70HxNVlYQ0Hi6XqBtPLw80
ellis,Recollection Prospective,Brand New Phone,spotify:track:17zFfPV3PZ3ZDMZyDcXTxV
Cheque,Holy Gee,Holy Gee,spotify:track:3Y8PRiBMczgHn3edpbCkfb
Yetep,1NIGHT,1NIGHT,spotify:track:2qAPf1rQszbntxQIF1zdeM
Auvic,Soulfire: Insight,Embers Inside,spotify:track:3VgBudWaPmjEtVlIWeSzwt
Kovan,Thrill Is Gone,Thrill Is Gone,spotify:track:3UtRF0RI0n7hpoqZQS4XWZ
Johann Sebastian Bach,"Glenn Gould plays Bach: The Well-Tempered Clavier Books I & II, BWV 846-893","Prelude & Fugue No. 3 in C-Sharp Major, BWV 848: Prelude",spotify:track:5X8VLh5mIKCxviE52GHBXu
Haywyre,Never Count On Me,Never Count On Me,spotify:track:18Ex4J57MhJ7ou358jFXFx
Vitaa,Ici Et Maintenant,Game Over,spotify:track:3H6BhXkgqutUJlfcw55iCN
David Guetta,Crazy What Love Can Do,Crazy What Love Can Do,spotify:track:1WCEAGGRD066z2Q89ObXTq
JKuch,Data Loss,Data Loss,spotify:track:6of2wpwEfFaxH7nW264R2O
Audien,One More Thing,One More Thing,spotify:track:4PXwtgzNeNcflQfxQEfbA0
GIMS,SPIDER,SPIDER,spotify:track:2fFTn0f94EopgZyfSGQuyK
Tiwa Savage,Celia,Koroba,spotify:track:18t2ofQiViidZHxOBVjpD1
Knock2,Make U SWEAT!,Make U SWEAT!,spotify:track:5uh8m2Lna0Gfk8YGqYVb6d
JVKE,this is what ____ feels like (Vol. 1-4),golden hour,spotify:track:5odlY52u43F5BjByhxg7wg
Imagine Dragons,Evolve,Thunder,spotify:track:1zB4vmk8tFRmM9UULNzbLB
Swif7,Be Swif7,Thoughts in My Mind,spotify:track:4q2BXKqRGkTV30RPcbCz8G
Kizz Daniel,Twe Twe,Twe Twe,spotify:track:2khv04F26pnJr4989Maowi
Seven Lions,Cold Skin (The Remixes),Cold Skin - MitiS Remix,spotify:track:22szgJ9WufVHgefSgOD6Dv
MAX,LOVE IN STEREO,STRINGS (feat. JVKE & Bazzi),spotify:track:0YNbCCep4pGK70IXnXJJAV
rhianne,Somewhere Only We Know,Somewhere Only We Know,spotify:track:50Q02S1ZY0hwbmHTMABuDC
Crazy Frog,Tricky,Tricky,spotify:track:1gy1GWzJrxIjrUTMEu3sQx
The Chainsmokers,Closer,Closer,spotify:track:7BKLCZ1jbUBVqRi2FVlTVw
Adam Pearce,Need You,Need You,spotify:track:1EFhbUb1Pc0R8Vrcyg7SMX
Burna Boy,African Giant,Collateral Damage,spotify:track:3A1zdPgQNDW4moavGCxSxz
Olamide,Carpe Diem,Green Light,spotify:track:11qqSo6AyQR68xqVlmwYls
Pixel Terror,Move 4 Me,Move 4 Me,spotify:track:4sqm7DfJahBVXPYJNtcVn4
J.Tajor,Like I Do (with sunkis),Like I Do (with sunkis),spotify:track:76NX6bt1KCSg0yULpmlkyJ
Half an Orange,Mark Twain,Mark Twain - Glacier Remix,spotify:track:1yZMDvuoZ5jtizN732kHzs
Dmitri Shostakovich,"Shostakovich: 24 Preludes, Op. 34; Piano Sonatas Nos. 1 & 2","24 Preludes, Op. 34: No. 10 in C-Sharp Minor. Moderato non troppo",spotify:track:26Ii4P0dnD3lwvLNiwXrpQ
ellis,Recollection Prospective,Unfold,spotify:track:1iG0qH5EesfjYu8h9d62Fp
Libianca,People,People,spotify:track:26b3oVLrRUaaybJulow9kz
Hollywood Principle,Play,Solar Eclipses,spotify:track:3FdAFIZBB0coimRQkO4Srx
Corneille,Avec classe (feat. Aya Nakamura & Trinix),Avec classe (feat. Aya Nakamura & Trinix),spotify:track:2RqZ8JUBXP4C0nzttGnTL1
Stromae,racine carrée,Papaoutai,spotify:track:34dx8DACTJsc3rsJdaEIQw
Duumu,Close to You,Close to You,spotify:track:1be1yLsa5pDBemV5sQMp1e
Rob Gasser,Vertigo,Vertigo,spotify:track:5f1qCD8JhSU1frlTwk6hHW
Kovan,Dizzy,Dizzy,spotify:track:2fYgOH6YLG6dSzczhu4OQF
demotapes,create together vol.2,closerthanthis,spotify:track:4ecg42S4TCgsNtu9Xc5cR5
JZyNo,Butta My Bread,Butta My Bread,spotify:track:3aJF7HsFOwuUAFOaRMQCxR
Syn Cole,Without It,Without it,spotify:track:6aqrbmOIj0E2F770O6muO1
CG5,Lyin' 2 Me,Lyin' 2 Me,spotify:track:2DsTm5Xy7FkY5mdhzT8Dvm
Penguin Piano,Intersteller,Drowning Love - Chasing Kou,spotify:track:0JcINBOEZFMchzVInOdk1V
Carbonne,Imagine,Imagine,spotify:track:6IcsbETuviVu6UTiBTcxY4
Hollywood Principle,Solar Eclipses,Solar Eclipses,spotify:track:13LbTKrOAJUoqWwJHdeCja
GIMS,Mon coeur avait raison,Sapés comme jamais (feat. Niska) - Pilule bleue,spotify:track:0CJ31BEjjl1tPIj0CKi9kH
Seven Lions,Foolish Of Me (feat. Jonathan Mendelsohn),Foolish Of Me (feat. Jonathan Mendelsohn),spotify:track:06jPOtcs4L8QpgJxixFiBT
NF,The Search,The Search,spotify:track:2OKo7g3KfmCt3kyLvUAL0g
Djo,DECIDE,End of Beginning,spotify:track:3qhlB30KknSejmIvZZLjOD
Vincent Lagaf',Bo le lavabo,Bo le lavabo,spotify:track:3cBEzRJdXjhMp1Foanxrea
Haywyre,Panorama: Form,Contagious,spotify:track:5X4PAws5oW5K22G6Ic17AV
Conro,just wanna luv,just wanna luv,spotify:track:5Dvd2vfqvPg0RCXQ9DpKee
Chop Daily,Down,Down,spotify:track:1sUWgb3NBJKYwdV3p4PGF3
Grant,Distraction,Distraction,spotify:track:67GjRwSggoe8DItuIh82kC
Aya Nakamura,Hypé (feat. Ayra Starr),Hypé (feat. Ayra Starr),spotify:track:6oi6AAmRd2IbanRMQZC39J
Afinity,LUNAR-1,Gravity,spotify:track:67JGqNjFnv6Dw1RAdTDcR8
Rogue,Mirage,Mirage,spotify:track:2B7iAtlP4hhP1kUGt305cG
Kizz Daniel,TZA,Showa,spotify:track:4WYbYaibpIWj1FLbMUH2Yb
Duumu,Wash Away,Wash Away,spotify:track:5Hgh63s66Qzo9IMdJvppST
Ross-Emanuel Steven Bayeto,"Safety 2020 (feat. Chris Brown, Afro B & DJ Snake)","Safety 2020 (feat. Chris Brown, Afro B & DJ Snake)",spotify:track:4YW8YoVfEZTynrEvWeLbRc
DESERT STAR,Edge of the World,Edge of the World,spotify:track:4EA0L8j0GHlBj4FV1YIPf9
Gotye,Making Mirrors,Somebody That I Used To Know,spotify:track:6md4w95cnKaW64JyEQ3A0L
Grant,Without You,Without You,spotify:track:0gXEJXyG1D31WcezYQguyX
RandJess,Rester des mômes,Rester des mômes,spotify:track:5zI570PCt684fFG7KHPwtF
Grant,Better Off Alone,Better Off Alone,spotify:track:3LoyPU4kSmEw1T9pwCT9BV
Grant,Won't Give Up,Won't Give Up,spotify:track:4GQ27sK6S5rRnlPmWmlVmz
Cinema Kid,Everything Is Alright,In My Arms Tonight,spotify:track:6qZY2OlzH0AMcHOnC7sSx6
Grant,Constellations,Constellations,spotify:track:4FVYExDuuOdJbqTlvcmgEK
DJ Meek,De Menino Virou Little Hair,De Menino Virou Little Hair,spotify:track:7GnuK3atOK5lz9nJKe5YUl
Ed Sheeran,÷,Happier,spotify:track:2RttW7RAu5nOAfq6YFvApB
OddKidOut,CINEMA,CINEMA,spotify:track:1KUlGcqkfUjnoTL20bhtPr
Fireboy DML,everyday,everyday,spotify:track:2yskKhqtDAHJ73obmJh8tf
Seven Lions,Where I Won't Be Found,Rescue Me,spotify:track:2aUbM4LTEWs3KXm7e43BTw
Time To Talk,Say The Words,Say The Words,spotify:track:3HpoVZ0eUeslAIe3C2fKCL
Lojay,Tonongo,Tonongo,spotify:track:5sjK2PoEh0AxtJdKynjDRd
David Kushner,Daylight,Daylight,spotify:track:1odExI7RdWc4BT515LTAwj
Aya Nakamura,NAKAMURA,Pookie,spotify:track:2htTXkmqXnB3hndUwI2KUg
Fireboy DML,Playboy,Timoti,spotify:track:1HG9yS1bhOSsrUoHdUEnbW
Vicetone,Legacy,Outta My Mind,spotify:track:2Jnxa1FAjMERv4tleZCrK0
Haywyre,Tell Me (Ellis Remix),Tell Me - Ellis Remix,spotify:track:4WYmqQ1SBd43qmJU9k4b7n
Seven Lions,Only Now (feat. Tyler Graves),Only Now (feat. Tyler Graves),spotify:track:6mE1m1NmzO7slSiN6vzovg
Hollywood Principle,Starting Over (Deluxe Edition),Firework - Melad Remix,spotify:track:5zF4cNLGhft49YhUZmDQqL
Rootkit,Against The Sun,Against The Sun,spotify:track:5MAM4PXb95MPl2JWSlMI6L
Fireboy DML,yawa,yawa,spotify:track:5tM3Fo4qBqDAwWJ9ZY5AtX
Nick Smith,Forget About Me,Forget About Me,spotify:track:5dvLCzrpzVHYdOUdIL9EHW
smle,Weightless,Weightless,spotify:track:3Bi5Rw7VoxyfXPBDGQKObV
Tyla,Water,Water,spotify:track:5aIVCx5tnk0ntmdiinnYvw
Asketa & Natan Chaim,More,More,spotify:track:01eUcUUfmt69IpEGGVZCAH
Vicetone,Legacy,Elevate,spotify:track:6HSENRdnjVJ6GqymOdDWsx
Fly Project,Toca Toca (Remixes),Toca Toca,spotify:track:3HUDCgZgaY3ZVWohToy4LJ
CHINCHILLA,Little Girl Gone,Little Girl Gone,spotify:track:56rpEOCBATYItSa4yPksfe
LVTHER,Friends Again,Friends Again,spotify:track:6CwR0pY3wj5zQUtcKp9RV6
Justin OH,Welcome to the City of OZ,Feel Alright,spotify:track:6lg3p0DfnVsXNhPOYv8fKi
Ajebo Hustlers,Ave Maria,Ave Maria,spotify:track:6al03F4hh8LUPRMcnrM3H5
Stonebank,Breathe Me Back To Life,Breathe Me Back To Life,spotify:track:0EI9hyJzyEOeRqQzQyitQ9
Tokyo Machine,Silver Lining,Silver Lining,spotify:track:0RfwOCCfixdYgdgQcEjw4G
OBOY,No crari,TDB,spotify:track:5YoDQgB4j7oBHWXH3DcwFD
Korede Bello,Real Man,Real Man,spotify:track:765zfCJsXtDDPInx1smYLo
Trivecta,Best For You (feat. Selah Ford),Best For You (feat. Selah Ford),spotify:track:6d3xdZzjCRlMAG6AMDhRMY
Paris Blohm,Warriors,Warriors,spotify:track:0OSwWL72ImBvCEmBGzblkp
Dean Lewis,A Place We Knew,Waves,spotify:track:6w8pFOKn42O418qwcQElZ3
inverness,I Remember,I Remember,spotify:track:5PEc50zuLdBpkC9bOQTG2D
Haywyre,Two Fold Pt. 2,Do You Don't You,spotify:track:55XVu6sTO9XyNEuu3OEijK
Timaya,Cold Outside,Cold Outside,spotify:track:2jZ2MrAk8iNZk1dsI0Vr5z
smle,Runnin,Runnin,spotify:track:4lzezjVUnL8AU506mCOdhT
Adekunle Gold,Catch Me If You Can,One Woman,spotify:track:7BglTfVmbUUOCQUNof4RBF
Le Rat,Cédric Doumbé,Cédric Doumbé,spotify:track:1svyYUKmBlYwrGJjPufNqG
Elley Duhé,MIDDLE OF THE NIGHT,MIDDLE OF THE NIGHT,spotify:track:58HvfVOeJY7lUuCqF0m3ly
Hoaprox,Saviour,Saviour,spotify:track:5Ke5H0sjY4or70sK24HUYM
Imagine Dragons,LOOM,Nice to Meet You,spotify:track:6KmrCHbuNOsdoeDOpwetr7
Rotimi,All or Nothing (Deluxe),Love Somebody,spotify:track:2VR1nIY2M4W2AfNOg4uFR7
Just A Gent,URCA,Iris in the Dark,spotify:track:4BsN2VLlvd3BBJCt7gpwkc
Ogryzek,AURA 2,AURA 2,spotify:track:3uiYlZ4ZODUAwToLK1qb0K
Savoi,Hideaway,Hideaway,spotify:track:0GU1YGajWqme71IZpRbwhF
Vitaa,VersuS,Avant toi,spotify:track:4iNPp0BZ4lBu7bipdWLcWk
Half an Orange,Mostly We Grow Trilogy,Mark Twain,spotify:track:5AjbldwVyAeAfO5azzDPIO
The Chainsmokers,Memories...Do Not Open,The One,spotify:track:0wfbD5rAksdXUzRvMfM3x5
TitoM,Tshwala Bam (feat. S.N.E),Tshwala Bam (feat. S.N.E),spotify:track:6Qb4XQnsuRnMlGxwR3GOGV
Haywyre,Insight,Insight,spotify:track:6mBtUFX8Sn0LJqN9JJ3Utj
German Folk Regiment,Erika (German Soldier's Song),Erika (German Soldier's Song),spotify:track:6iUVUzg0c2O0KJjxdOvrdr
JVKE,this is what ____ feels like (Vol. 1-4),this is what heartbreak feels like,spotify:track:4RxdAzEmkPXTiIU6ULLoXh
Heuse,I'll Be Here,I'll Be Here,spotify:track:2LrTHJUrRxXuw9sqUOyqO8
Zach Bryan,Something in the Orange,Something in the Orange,spotify:track:3WMj8moIAXJhHsyLaqIIHI
Snareskin,Even LA,Even LA,spotify:track:720RRhSFanFXpGMQE1hpFT
Porter Robinson,Nurture,Get Your Wish,spotify:track:6aUfT9QOcTHhxLNrf1aVR8
Conro,Level Days,Fighters,spotify:track:1eYxa4UQo3ElMrX5n5J3CF
Tiakola,T.I.A - A COLORS SHOW,T.I.A - A COLORS SHOW,spotify:track:1CBcqxqfrImhinNsC08sej
Laylow,L'Étrange Histoire de Mr.Anderson,UNE HISTOIRE ÉTRANGE,spotify:track:1LqDW54jByEjfZJMadiLJU
Maazel,Memories,Thinking About You,spotify:track:1XXEx563yYENFRNYYoJDAG
5 Seconds of Summer,Youngblood,Youngblood,spotify:track:2iUXsYOEPhVqEBwsqP70rE
Tom Frane,Don't Fall In Love With The Moment,Unstable,spotify:track:6ubJTQQzb5bl0Bp36nfHSr
Victony,Outlaw,Jolene,spotify:track:5483pcvbfX7Ii7gO5JGUpF
Throttle,Where U Are,For Me,spotify:track:5wfRnupjI4OXpKCulkWJ4r
Martin Garrix,Hero,Hero,spotify:track:4Wu62DoQg1ECGlDKDfo30R
Axollo,Searching,Searching,spotify:track:6mASEEU3XhSoEegIkkm0My
sammy rash,smile more,smile more,spotify:track:1NNUcz8YMp6OKElVufO1Sj
Daddy Yankee,Barrio Fino (Bonus Track Version),Gasolina,spotify:track:228BxWXUYQPJrJYHDLOHkj
Aeden,I Feel Crazy,I Feel Crazy,spotify:track:0zVch76E7sQGCYuxA61KUd
DEXTER KING,Get to Know You,Get to Know You,spotify:track:78rQveXiTLAxCxA7Mantdg
Abandoned,Finally Healing,Finally Healing,spotify:track:1XVzkGLefSE6C7xQOZaEgv
Hollywood Principle,Starting Over (Deluxe Edition),Firework,spotify:track:4gbMjTMBxMQqHYTGbaIKN7
Davido,Timeless,UNAVAILABLE (feat. Musa Keys),spotify:track:2kaH2Z8ezDUKf6fNw250rZ
Stromae,Multitude,Fils de joie,spotify:track:6w2jx3gzQAtoKP22czcANv
Fairlane,Puzzle,Puzzle,spotify:track:0dDlb3Xw9Jw19pWgd3YDqq
"Grover Washington, Jr.",In the Name of Love: The Elektra Recordings 1979-1984,Just the Two of Us,spotify:track:4C426PqeHP8XqHU5mQIAKS
Tems,Born in the Wild,Love Me JeJe,spotify:track:1eDI5oU04SLsXl0TfxfwYf
Rogue,Guiding Light,Guiding Light,spotify:track:6dbRhELPiOv4nUNu65lTUJ
Stephen Walking,Glide,Glide,spotify:track:7F0DDqZ6SdIUEMuo8eRlmv
SVDKO,Someone Better,Someone Better,spotify:track:5gQOnGVohNIiUniPwFicI3
Glacier,Still,Still,spotify:track:2hbdfMTQdbAAYwCrKC5P6M
Soprano,Cosmopolitanie,Cosmo,spotify:track:2a7Sqh8bpbabVWlY2jRET9
Noah Cyrus,THE END OF EVERYTHING,July,spotify:track:6J2LdBN97cDWn0MLxYh9HB
Ruger,Luv Again,Make Way,spotify:track:6HGeYNFZe51bX0yYOXuvcO
Fireboy DML,"Laughter, Tears & Goosebumps",King,spotify:track:1IARNA3zsu39Kul2ov9n3J
Stonebank,Strength Unknown,Strength Unknown,spotify:track:7Fn4aemJqeG8KwpklgfFu3
Cinema Kid,Everything Is Alright,Lost Time,spotify:track:5Z2AVQUoVPvnYVRAyEwsNc
Fairlane,First Time,First Time,spotify:track:3ieiPUk0K5skm4eJskNgXO
Jungeli,En Attendant Pour Le Peuple...,Petit génie,spotify:track:2NcvQ8N9ugSMforAJT0A4Y
Matisse & Sadko,Into You,Into You,spotify:track:2PhlrsYp7TSkK96ngbmL38
Duumu,Talk!,Intentions,spotify:track:4KpXk13YOML7ayS7qB1jAm
Rogue,Emeralds,Emeralds,spotify:track:64Qa4GFTr5wMR1maaR8QxY
Time To Talk,Know It All,Know It All,spotify:track:4jjRRB3aEM2IIXCTzw1XUN
Hatik,Chaise pliante,Angela,spotify:track:6XWK64p3Aw3MLOYOgy4h0P
Time To Talk,Time To Talk,Time To Talk,spotify:track:1rf9LQxoFOEbPruaHKwEOM
SLANDER,Hurts Sometimes (with Jonathan Mendelsohn),Hurts Sometimes (with Jonathan Mendelsohn),spotify:track:2wwSQbfTJUqNqDch31XUpW
Adekunle Gold,Tequila Ever After,Party No Dey Stop (with Zinoleesky),spotify:track:49ytLGEP5S20N3AhB5YuwJ
Tollef,Take Our Time,Take Our Time,spotify:track:6oQ2OaXrgaOKWElejwpMX3
WRLD,Monstercat - 10 Year Anniversary,Wishful Thinking - 2018,spotify:track:79hV9YHayd2RIzpgrxNVd8
Fairlane,Not My Night,Not My Night,spotify:track:6EUJEfYWvjdOzxpt2BIww6
Soundz,In The Rough,Pressure,spotify:track:0HLDthodq1LnJfNNqfvXQv
Codeko,On My Mind,On My Mind,spotify:track:66rZTAu2GHRAYDcqgyrwMV
Dmitri Shostakovich,"Shostakovich: 24 Preludes, Op. 34; Piano Sonatas Nos. 1 & 2","24 Preludes, Op. 34: No. 3 in G Major. Andante",spotify:track:70yFiAChfAa5RYsPEeLmyS
GIMS,Les dernières volontés de Mozart (Symphony),LOCO,spotify:track:36sechlCLEmV6QHNt8ryrF
Benson Boone,Fireworks & Rollerblades,In The Stars,spotify:track:315aBOUD3xtj7sUMXtRgMV
OVSKY,Time,Time,spotify:track:09QWHs7OAUAzHE0tF6HgDd
Ed Sheeran,Azizam,Azizam,spotify:track:0GRc3eGTg8HBdWLRGYgqIc
Omah Lay,Boy Alone,reason,spotify:track:0ectw8g5yRkC7GNsh6gP4h
Justin OH,Welcome to the City of OZ,U&ME,spotify:track:1Q0wd356RgkKKTuUQeHIiQ
Haywyre,Chromatically,Chromatically,spotify:track:6tr6rSUNVlBtTZUf0fFzKl
Abandoned,I Forget,I Forget,spotify:track:10AmknYgO115SmpHdYG68f
Ruger,The Second Wave (Deluxe),Girlfriend,spotify:track:57jUCJelGAISFxuea34lrr
NF,Perception,Let You Down,spotify:track:52okn5MNA47tk87PeZJLEL
Heuse,Don't Hold Me Down (Feat. TARYN),Don't Hold Me Down (Feat. TARYN),spotify:track:6WSso4E2ujl9LfTKooSXuN
Syn Cole,Wicked,Wicked,spotify:track:2bdLxKhTVNI8eBrzWd8fvg
JVKE,this is what space feels like,this is what space feels like,spotify:track:6PetYmvjKZBjiUYlnlAcn1
Tom Wilson,Run For Your Life,Run For Your Life,spotify:track:1nC6gRkTjA7IIOnbKLixcS
Radiohead,Pablo Honey,Creep,spotify:track:70LcF31zb1H0PyJoS1Sx1r
Fireboy DML,Playboy,Peru,spotify:track:2ZFAAhOIIFuIKFWuE59UtM
Haywyre,Let Me Hear That,Let Me Hear That,spotify:track:5oCUFGQZvpOySLK1d1rgv1
Avenged Sevenfold,Nightmare,Fiction,spotify:track:3b3eu3uMp1b9xPOHbfSwBi
Grant,Move On,Move On,spotify:track:5jnoK2o5jY46qhPR30RepX
Tam Sir,Coup du marteau,Coup du marteau,spotify:track:3YRe2NXbJ5aalCE0YH6YBo
WRLD,Chase It,Little Too Close,spotify:track:4FJQhrYrmnUnmbQyKlyHfq
WRLD,Awake,Awake,spotify:track:5T1yRFyoxOVfVhHwOWIVii
Captainsparklez,Revenge,Revenge,spotify:track:0z3XcxcrqvWe36Dtgiqrh0
TOKYOSLEEP,Phonk Para a Loucura,Phonk Para a Loucura,spotify:track:06R3d9NRja2ucOAUbZiAYK
Lukas Graham,Lukas Graham (Blue Album),7 Years,spotify:track:23ihGIrYOSzNNGJ6STAxI4
Protostar,Galaxies,Galaxies,spotify:track:2xO3tUdbE42rjV81NrQJ0S
Kanye West,808s & Heartbreak,Amazing,spotify:track:0m3Ze0cy8qBHSsV2exAfCw
Slushii,Sober,Sober,spotify:track:3XlHlWFhlI4OZiguOMcuuc
DEXTER KING,Read Your Lips,Read Your Lips,spotify:track:7Hvefk37fvqZBtnDlp6ux9
Duumu,Never Had,Never Had,spotify:track:0yw9ZrCB8VEMQmI1DtKvrZ
SABAI,Where It All Began,Memories,spotify:track:4OZ7Xw6sxt4sMpmstB3qHS
Rogue,Imperfect Views,Imperfect Views,spotify:track:5GljXYUiVUzyinXkR0gwtq
Itro,Never Let You Down,Never Let You Down,spotify:track:5EeGShnS2D9qFggirp7mrT
Axollo,See It Through,See It Through,spotify:track:5Uj7iKHxYUIbj4WfSYr3xF
OVSKY,Stars,Stars,spotify:track:4dKgGP1Bz67PWlXsEi9VvO
SPINALL,TOP BOY,Sere (Remix),spotify:track:4GLbOfhuU3OXDlRH5RLs5k
William Black,Broken,Broken,spotify:track:2yg53XBaQDtIk6hYT2VFSD
Duumu,Worst Part of Heaven,Worst Part of Heaven,spotify:track:5FmjEg5dxgwW9k13rZuk13
Glacier,Temple Inward,Ubi,spotify:track:6nz2g8S5VMPzhTgeDWPdHW
Netrum,Any Closer,Any Closer,spotify:track:2XBb0SoYqyfkyXeIwKU9lN
