artistName,trackName,msPlayed
Ray,Left In Me,9.459133333333334
Aeden,Ain't Nobody Perfect,9.457016666666666
Unicorn Heads,Waking to Reality,9.44965
WRLD,Fighter,9.427466666666668
Ephixa,Dreamstate,9.421966666666666
Ruzer,Love Me Right Here,9.399116666666666
Benson Boone,Before You,9.397
Mindme,Don't Need It,9.376416666666668
A-Star,Kupe Dance,9.370783333333334
CG5,Ruined Lullaby,9.34475
Lost Sky,Dreams pt. II - Sped Up,9.33835
GRAHAM,See You Later,9.337483333333333
Ryan Mack,Forever and Ever and Always,9.335866666666666
Bakar,Hell N Back,9.325333333333333
Ella Henderson,Alibi (feat. Rudimental),9.325016666666667
Martin Garrix,Burn Out (feat. Dewain Whitmore),9.315466666666667
Velveteen,Part of the Game,9.3141
Velveteen,Losing It,9.3109
Jim Yosef,Risk It All,9.3042
Noah Kahan,Stick Season,9.302533333333333
Razorspade,Crack of Dawn,9.3025
3rd Prototype,Renegade,9.295983333333334
Kizz Daniel,We Wan Comot,9.271566666666667
Wande Coal,Ebelebe (feat. Wizkid),9.248966666666666
Seven Lions,Cold Skin - MitiS Remix,9.248483333333333
Zach Bryan,Spotless (feat. The Lumineers),9.240716666666666
Shawn Mendes,Summer of Love (Shawn Mendes & Tainy),9.2052
G Curtis,If You Come with Me Tonight,9.190233333333333
Tails,Hyperventilate,9.1892
Ólafur Arnalds,improvisation,9.185
Alexander Borodin,Polovetsian Dances from Prince Igor: Introduzione,9.180583333333333
Busy Signal,Perfect Spot,9.17365
Lensko,Cetus,9.168316666666666
Ameryh,Getting Nowhere,9.1358
Eminem,Houdini,9.12175
Paperboy Fabe,Hundred Million Reasons,9.11785
Herr Lang,Deep in My Mind - Original Mix,9.107233333333333
Naza,Joli bébé,9.1058
Pink Sweat$,Guitar,9.1
Olivia Belli,Respiro 1,9.099183333333333
Axol,Mars,9.097716666666667
BLAEKER,Deserve It,9.09075
waykap,Best Bad Thing,9.087816666666667
Maazel,Sundaze,9.055383333333333
Victony,Everything,9.03575
Dmitri Shostakovich,"24 Preludes, Op. 34: No. 15 in D-Flat Major. Allegretto",9.021483333333334
Syence,hate me like u love me,9.014366666666668
Far Out,On My Own,9.007466666666666
Afro B,Joanna (Drogba) - Remix,8.992766666666666
Arlow,Frozen In Time (feat. Introspect),8.9911
Hania Rani,Dreamy,8.99
Rema,Dumebi,8.98875
Grace Williams,Sea Sketches: II. Sailing Song,8.987533333333333
Billie Eilish,LUNCH,8.9793
Ceen,I Can Taste Your Words,8.9756
Fonzi M,"Gurenge (From ""Demon Slayer: Kimetsu no Yaiba"") [Full Version] - Piano Arrangement",8.965183333333334
Zach Bryan,"Burn, Burn, Burn",8.961866666666667
Ola Gjeilo,Winter Light,8.960116666666666
Benson Boone,NIGHTS LIKE THESE,8.945633333333333
Lvly,Deep Into The Wild,8.945
Blaiz Fayah,Best Gyal,8.939466666666666
Katnip,Can I,8.92925
Victor Massé,Les noces de Jeanette: Air du rossignol (Arr. Pierre for Flute & Orchestra),8.925766666666666
Tom Frane,Never Let This Go,8.923066666666667
demotapes,closerthanthis,8.899633333333334
Alder,They Don't,8.887266666666667
Conro,Love Divine,8.866666666666667
STIM,burden,8.848266666666667
Over Easy,Trying Too Hard,8.832383333333333
Sans Souci,Nanika,8.827683333333333
cassö,Prada,8.823933333333333
Zero Hero,Twilight,8.812
GRAHAM,Thinking About You,8.8
Ben Böhmer,Strangers,8.790083333333333
Jahyanai,Dweet So,8.785283333333334
Vicetone,Astronomia,8.776883333333334
Tape Machines,Lucid Dreams,8.77655
Grant,Wake Up,8.7742
Snareskin,Mad For You,8.769883333333333
Omah Lay,Godly,8.76075
Alder,Colliding,8.759166666666667
Wizkid,Joro,8.757866666666667
Daxten,Like a Blind Girl's Dog,8.756816666666667
Just A Gent,Open Spaces,8.729933333333333
LeGrand,Give a Little,8.7132
Lauren Spencer Smith,That Part,8.7025
Tape Machines,Charade,8.693283333333333
Matisse & Sadko,Into You,8.685933333333333
NAZAKEBLACK,"1,2,3 Soleil",8.67095
Jim Yosef,Firefly,8.663383333333334
Stromae,Alors On Danse - Extended Mix,8.642916666666666
Johann Sebastian Bach,"The Well-Tempered Clavier, Book 1: Prelude & Fugue No. 3 in C-Sharp Major, BWV 848",8.641583333333333
Hallman,Endless Dawn,8.617966666666666
Wolfgang Amadeus Mozart,"Piano Sonata No. 12 in F Major, K. 332: II. Adagio",8.615566666666666
Level 8,Call On Me,8.6134
Calema,Te Amo,8.607433333333333
MYRNE,Afterdark,8.6055
Oussama,Nsiti,8.6011
Dasha,Austin (Boots Stop Workin'),8.5891
Zach Bryan,Heading South,8.5846
Shaboozey,A Bar Song (Tipsy),8.56455
Raccy,Archetype,8.563483333333334
Ceen,Love Haze,8.561066666666667
Koffee,Pull Up,8.55725
Imagine Dragons,Radioactive,8.552066666666667
Connor Kauffman,Bleed,8.54195
Nora En Pure,Reminiscing,8.537066666666666
dvine,Buried Desire,8.536566666666667
KATSEYE,Gnarly,8.5262
Pink Sweat$,At My Worst,8.5172
Dave,Meridian,8.505333333333333
Benson Boone,Sugar Sweet,8.49195
Robin Hustin,Burn It Down,8.484233333333334
Rebecca Black,Friday,8.473166666666666
Far Out,Lost with You,8.462816666666667
elijah woods,"24/7, 365",8.460433333333333
Ogryzek,GLORY,8.457566666666667
Crash Adams,Somewhere in Vegas,8.45675
Aya Nakamura,Doudou,8.43595
The Depreciation Guild,Dream About Me,8.422883333333333
Ice Prince,KOLO (feat. Oxlade),8.40065
Timaya,The Mood,8.397683333333333
Anevo,Can't Stop (feat. Heather Sommer),8.389266666666666
Velveteen,Talk Til We Drop,8.3844
Hozier,Too Sweet,8.3808
Diviners,Feelings,8.37125
BLAEKER,Follow You,8.365483333333334
Noah Kahan,Hurt Somebody,8.3553
Craig Reever,Do You Wanna Go,8.343633333333333
Yesable,The Sooner The Better,8.330916666666667
Aya Nakamura,Baby,8.33055
Alok,Deep Down (feat. Never Dull),8.31995
Lyn Lapid,poster boy,8.3153
Lvly,Toxic Love,8.28935
Deanz,Close to My Body,8.286866666666667
Stephen Walking,Odin's Ghost,8.285516666666666
Duumu,Take Me Away,8.25875
Amber Sky,Cloud Logic,8.2585
Andy Delos Santos,We're Like Strangers Again,8.245433333333333
SABAI,Love For You,8.2321
Coldplay,Viva La Vida,8.227533333333334
Aya Nakamura,Dégaine (feat. Damso),8.2223
Duumu,Close to You,8.21345
Em Beihold,Numb Little Bug - Piano Version,8.195816666666667
Gazo,DIE,8.1844
VOILÀ,Figure You Out,8.1718
Dmitri Shostakovich,"24 Preludes, Op. 34: No. 6 in B Minor. Allegretto",8.17005
Chaka Demus & Pliers,Murder She Wrote,8.166666666666666
Craig Isto,Cant Get Enough,8.16
Zach Bryan,Sun to Me,8.15155
Ludwig van Beethoven,"Piano Sonata No. 14 in C-Sharp Minor, Op. 27 No. 2 - ""Moonlight"": I. Adagio sostenuto",8.149533333333334
Hallmore,Dreams Beyond (Extended Version),8.142533333333333
ILLENIUM,All That Really Matters,8.141166666666667
Olamide,New Religion,8.130283333333333
Alexander 23,How Much Longer?,8.1266
Michael Marcagi,Scared To Start,8.109266666666667
Rvssian,Santa,8.107083333333334
d4vd,Here With Me,8.0828
Iyanya,One Side,8.0813
GIMS,LOCO,8.0677
Lyn Lapid,do u really?,8.056
STIM,infinity,8.05515
Raccy,On My Way to Find You,8.054383333333334
Swif7,The Memory of You,8.054216666666667
Yesable,Another Universe,8.032966666666667
Lost Frequencies,Where Are You Now,8.032766666666667
Feint,Lost & Found,7.986283333333334
Regnør,Reverie,7.97515
Guillaume de Machaut,Messe de Notre-Dame: VI. Credo,7.9729
Abandoned,Luna,7.957966666666667
Hartness,Float Alone,7.949083333333333
Mindme,Come Back to Bed,7.9489
Savoy,How U Like Me Now,7.941183333333333
Vanic,Too Soon (feat. Maty Noyes) - Snareskin Remix,7.93425
SPINALL,One Call,7.934033333333334
Imagine Dragons,Nice to Meet You,7.927216666666666
Aero Chord,Shadows,7.91595
Alec Benjamin,Different Kind Of Beautiful,7.909433333333333
Hero Named Nerd,For You,7.8929
Lewis Capaldi,Bruises,7.884916666666666
Camidoh,Sugarcane,7.879566666666666
Tom Wilson,Darkness,7.874583333333334
Romen Jewels,Comedown,7.870666666666667
Deorbiting,Spaziergang im All,7.869383333333333
Asake,Organise,7.85695
The Millennial Club,girls that ain't u,7.84255
Emei,Scatterbrain,7.84235
Frédéric Chopin,"Nocturnes, Op. 27: No. 2 in D-Flat Major, 'Lento sostenuto'",7.833333333333333
Johann Sebastian Bach,"Das wohltemperierte Klavier, Buch II: Das wohltemperierte Klavier, Buch II: Fuge VI D-Moll, BWV 875",7.829833333333333
Raven & Kreyn,Sing For You,7.829633333333334
Víkingur Ólafsson,Prelude in G Major,7.8293333333333335
Benson Boone,ROOM FOR 2,7.8278
Driks,TT,7.805316666666666
Darkoo,Favourite Girl,7.8
French Montana,Unforgettable,7.7967
OBLVYN,Enter REM,7.793833333333334
Syd Matters,Obstacles,7.793033333333334
Music Lab Collective,Lacrimosa (Arr. Piano),7.779566666666667
Tom Frane,You,7.77775
BOLEMVN,On y va,7.7748
Vance Joy,Riptide,7.766766666666666
vaultboy,rocket science,7.76615
STIM,sanctuary,7.7653
Glacier,Hang Limb,7.7335666666666665
Camila Cabello,Bam Bam (feat. Ed Sheeran),7.7177
Devin Kennedy,Fine Wine,7.7133
Unknown Brain,Why Do I?,7.710133333333333
Spice,Go Down Deh (feat. Sean Paul & Shaggy),7.70755
Tom Frane,Tiny Fractures,7.7021
Netrum,Any Closer,7.70035
Voninavoko,Raozy Matately,7.6988666666666665
George Frideric Handel,"Rinaldo, HWV 7: Lascia ch'io pianga (Arr. for Piano)",7.685316666666667
marc indigo,boy for the weekend,7.6838
NIGHTCAP,Queuing Love Songs,7.680516666666667
Burna Boy,City Boys,7.6673
Paul Russell,Say Cheese,7.66115
Justin Bieber,Ghost,7.6595
HOUSE OF SAY,Another Side of You,7.658766666666667
LOSTWIND,Not Fear,7.656933333333333
1da Banton,African Woman,7.65035
vaultboy,everything hits me at once,7.6489
Connor Kauffman,Parasite,7.641966666666667
Love Beans,If You Could Time Travel,7.640533333333333
Tyga,Taste (feat. Offset),7.640333333333333
Fireboy DML,Lifestyle,7.639233333333333
Unknown Brain,Circles,7.6335
Ariana Grande,we can't be friends (wait for your love),7.6213
Craig Reever,Breathing Now,7.598416666666667
Ruger,Bae Bae,7.58725
Rob Gasser,Rift,7.578733333333333
SVMP,You & Me,7.574233333333333
MitiS,Foundations feat. Adara - Original Mix,7.573666666666667
Jim Yosef,Unforgivable,7.553333333333334
Kaskade,Solid Ground,7.5468166666666665
Fireboy DML,Timoti,7.545
Forrest Frank,BEAUTIFUL AS EVER,7.5296
The Beatles,Here Comes The Sun - Remastered 2009,7.5262
Devin Kennedy,Forget About You (with Pink Sweat$),7.52145
William Black,Stay - Afinity Remix,7.521166666666667
Fanny Mendelssohn,Schwanenlied,7.520716666666667
Steve Lacy,Static,7.520666666666667
Blaiz Fayah,Bad,7.51515
DJ Mayson,To Be Wilder,7.511616666666667
LONOWN,AVANGARD - Slowed,7.508066666666667
Connor Kauffman,Echoes,7.506983333333333
Carly Rae Jepsen,Call Me Maybe,7.506916666666666
Rangga Jones,Chemistry,7.5
American Authors,Best Day Of My Life,7.496333333333333
Distrion,Traveler,7.485416666666667
Alder,Silence,7.4665
J.Tajor,Like I Do,7.4571
Train,"Hey, Soul Sister",7.4565166666666665
Claudia Kelley,Don't Wanna Go Deep,7.453683333333333
DROELOE,In Time,7.45
EMIN,Камин (feat. JONY),7.441533333333333
Ameryh,Not Long Ago,7.4391
BLAEKER,Stay up All Night,7.4007
SABAI,Me + You,7.385483333333333
George Ezra,Budapest,7.362466666666666
Protostar,Galaxies,7.35995
Aya Nakamura,Jolie nana,7.3538
Lvly,Red Lights,7.34765
Burna Boy,"Tested, Approved & Trusted",7.346466666666666
Robert Schumann,"Myrthen, Op. 25 - Version for Cello and Piano: XXIV. Du bist wie eine Blume",7.333333333333333
CG5,Vibrant Eyes,7.331466666666667
Johann Sebastian Bach,"Das wohltemperierte Klavier, Buch II: Das wohltemperierte Klavier, Buch II: Präludium I C-Dur, BWV 870",7.32455
Forrest Frank,NEVER GET USED TO THIS (with JVKE),7.323533333333334
Kizz Daniel,Pour Me Water,7.31995
Stellar Luminous,Don't Overthink It,7.30865
Wolfgang Amadeus Mozart,"Mozart Piano Concerto Variation (After Piano Concerto No. 27 in B-Flat Major, K. 595, II. Larghetto) [Arr. for Piano by Jan-Peter Klöpfel)",7.292983333333333
Philipp Wolf,Owls - Edit,7.292483333333333
Flux Vortex,Just Give It a Go,7.282183333333333
P-Square,Shekini,7.272166666666666
Young Jonn,Aquafina,7.26885
Tate McRae,run for the hills,7.260083333333333
Worakls,Entrudo - Booka Shade Remix,7.255216666666667
Ross-Emanuel Steven Bayeto,"Safety 2020 (feat. Chris Brown, Afro B & DJ Snake)",7.25065
Fireboy DML,Playboy,7.248283333333333
Devin Kennedy,Poetry,7.2375
Glacier,Mirari,7.234583333333333
CG5,FREDDY,7.2312666666666665
Frédéric Chopin,"Études, Op. 10: Etude No. 6 in E-Flat Minor, Op. 10, No. 6",7.226666666666667
Wolfgang Amadeus Mozart,"Minuet & Trio in C Major, K. 485a (Compl. Attwood)",7.21665
melvitto,Je M'appelle,7.209766666666667
Connor Price,Million Cash,7.20295
Lost Sky,Hero's Ending,7.2
Henrik,All to myself,7.2
SVDKO,Someone Better,7.197316666666667
El Mundo,House Of Lights,7.194983333333333
DeeWunn,Mek It Bunx Up (feat. Marcy Chin),7.19
Stonebank,Strength Unknown,7.189733333333334
Pérotin,Sederunt principes,7.1881
Yesable,Catch Me When I Fall for You,7.17455
Lewis Capaldi,Before You Go,7.1702
Aviella,Way Back,7.166833333333333
Jim Yosef,Archer,7.159883333333333
Édith Piaf,Hymne à l'amour,7.1565666666666665
Daxten,You Can Make It,7.1565
SABAI,Million Days,7.154466666666667
Charly Black,Gyal You a Party Animal,7.1485
Artemas,i like the way you kiss me,7.1257
Lartiste,Catchu Catchu,7.1192
Codeko,On My Mind,7.1126
The Millennial Club,summer nights,7.106833333333333
Stromae,Fils de joie,7.100516666666667
Franglish,Position,7.098633333333333
Pixel Terror,Enigma,7.098566666666667
Lost Sky,Need You,7.06445
Rudimental,"These Days (feat. Jess Glynne, Macklemore & Dan Caplen)",7.058666666666666
Lvly,Mom's Old Hatchback (In Too Deep),7.053366666666666
Yesable,I Will Wait for You,7.0513
Dmitri Shostakovich,"24 Preludes, Op. 34: No. 4 in E Minor. Moderato",7.050283333333334
Tonic Walter,Into The Night,7.0501
Deanz,Love Me Like That,7.050033333333333
James Arthur,Say You Won't Let Go,7.048866666666667
Hallmore,Quite like You,7.0477
MitiS,In The End,7.047033333333333
Lewis Capaldi,Wish You The Best,7.029333333333334
Fireboy DML,Peru - Remix,7.027233333333333
Half an Orange,Time Travel Kool Aid - Volant Remix,7.01395
Demarco,I Love My Life,7.013733333333334
Bruno Mars,That's What I Like,7.0047
Philip Glass,Mad Rush: Part D (Bar 232 - Bar 273),7.0009
Maazel,This Feeling,6.99515
SABAI,Broken Glass,6.987633333333333
Dua Lipa,Training Season,6.9829
Disfigure,Blank,6.9633666666666665
Lvly,Lifeline,6.952166666666667
Taska Black,Losing Our Minds,6.9473666666666665
Tomas Skyldeberg,The Reason Why I Shine,6.9431
Ruth B.,28 (with Dean Lewis),6.9431
Black Gryph0n,Amnesia (from Garten of Banban),6.9385
Kygo,It Ain't Me (with Selena Gomez),6.93665
Omah Lay,Bad Influence,6.9326
Stephan Moccio,Fracture,6.921333333333333
Toofan,Teré teré,6.9111
Tonic Walter,Falling,6.908916666666666
Dermot Kennedy,Power Over Me,6.898666666666666
Marino,Im Doing Fine,6.890716666666667
Tonic Walter,Stay There,6.8905666666666665
Jim Yosef,Devil's Lullaby,6.8905
Naps,La kiffance,6.884883333333334
mavo,Need Your Lovin',6.882333333333333
Taron Egerton,A Sky Full of Stars,6.881233333333333
Franz Liszt,"Bunte Reihe, S484/R149: Gondellied in F Major",6.877766666666667
Madeon,All My Friends,6.875633333333333
ALLY,Make It Hot (feat. Pink Sweat$),6.8579
Tom Frane,Stray Nights,6.8571
Lewis Capaldi,Hold Me While You Wait,6.8562
Koven,Gold,6.853866666666667
CLNGR,Only The Best,6.845633333333334
Axol,Firelight,6.843566666666667
Machel Montano,Fast Wine,6.8276
Ramz,Barking,6.827533333333333
Vicetone,Nothing But Love For You,6.827066666666667
Trauzers,Vessel,6.826666666666667
Camille Saint-Saëns,"Le carnaval des animaux, R. 125: IV. Tortues",6.82
NTO,The Morning After,6.809916666666667
ALESTI,Flawed Design,6.8036666666666665
Pink Sweat$,I Feel Good,6.8029
Almost Weekend,Let Me Go,6.80205
RandJess,Chez toi,6.797666666666666
dvine,It’s a Feeling,6.7956666666666665
DJ Mayson,With Me,6.785933333333333
5 Seconds of Summer,Youngblood,6.780566666666667
Lewis Capaldi,Someone You Loved,6.777533333333333
Zack Merci,Psycho,6.773433333333333
Seven Lions,Rescue Me,6.770466666666667
Conro,find u.,6.7684
Flux Vortex,Chemistry!,6.761783333333334
SZA,Nobody Gets Me,6.7569
Mentissa,Mamma Mia,6.756633333333333
Black Gryph0n,Knock Knock Who Cares? (Jax's Song),6.7452
Fairlane,First Time,6.735416666666667
Ember Island,Umbrella - White Panda Remix,6.734166666666667
SYML,Where's My Love,6.733333333333333
Davido,Fall,6.7325333333333335
CLNGR,Hurt You Anymore,6.731633333333333
KAROL G,Tusa,6.730666666666667
NF,The Search - Edit,6.70705
Nuit Incolore,Dépassé,6.706716666666667
Johann Sebastian Bach,"Das wohltemperierte Klavier, Buch II: Das wohltemperierte Klavier, Buch II: Fuge V D-Dur, BWV 874",6.703716666666667
Ashe,Moral of the Story,6.7005333333333335
Swif7,Six Feet Under,6.69455
Joep Beving,02:07,6.692066666666666
Chris James,12 Hours,6.6783
Yesable,You're Feelin' Me,6.6771666666666665
Snareskin,Never Lost,6.6747
Velveteen,Live My Dream,6.671316666666667
Imagine Dragons,Eyes Closed (feat. J Balvin),6.6671
Asake,Basquiat,6.6626666666666665
Myles Smith,Solo,6.658533333333334
Part Native,Artificial Love,6.6496
Dadju,Reine,6.6422
Schumann,"Fantasiestücke, Op. 111 No. 2",6.6421166666666664
June Freedom,𝘠𝘚𝘓,6.610316666666667
Dua Lipa,Dance The Night - From Barbie The Album,6.607316666666667
Dominic Strike,Heartbeat,6.606066666666667
Avenza,Explorer,6.593733333333334
The Millennial Club,feel the same,6.5933
Burna Boy,Collateral Damage,6.585266666666667
Basixx,Never Be Alone,6.582
CG5,Good to Be Alive,6.569483333333333
Love Beans,Can You Feel Me,6.55555
Dean Lewis,Be Alright,6.549766666666667
Lvly,Messed It Up (Chez Remix),6.548
Ruger,Dior,6.530233333333333
Nakama,MENTE MÁ,6.528533333333334
Charly Black,Party Animal,6.5271
Scythermane,NUNCA MUDA? - Slowed,6.5213833333333335
Larza,Mirrored Portals,6.51935
Ameryh,Born in the 90's,6.517483333333334
Tomas Skyldeberg,Ur Love,6.513233333333333
Marino,All In,6.511983333333333
Josh Bogert,Can't Say Why,6.511316666666667
BLAEKER,Why Don't We,6.510466666666667
MitiS,Try - Fairlane Remix,6.503733333333333
WiDE AWAKE,Love Me,6.5
TitoM,"Tshwala Bam (feat. S.N.E, EeQue)",6.5
Katnip,Love on Me,6.495533333333333
Disero,Like That - Acoustic,6.49505
Third Person,Exoplanet,6.476183333333333
Tommy Richman,MILLION DOLLAR BABY,6.473733333333334
Jackson Guthy,Giants - Fairlane Remix,6.472733333333333
Alex Skrindo,Into The Wild,6.466666666666667
Unknown Brain,Last Thing,6.4664
Stereo Express,Rebirth,6.465416666666667
smle,Revival,6.456566666666666
Daxten,Wholehearted,6.447183333333333
Victony,My Darling,6.44655
Franz Schubert,"Minuet in A major, D. 334",6.444
JJD,Free,6.437483333333334
JAMIIE,Unfold Me,6.433966666666667
Kovan,Skyline Pt. II,6.430233333333334
Pretty Pink,Suvi,6.422766666666667
Johann Sebastian Bach,"Das wohltemperierte Klavier, Buch II: Das wohltemperierte Klavier, Buch II: Fuge III Cis-Dur, BWV 872",6.4211
GRAHAM,Dollar,6.42
Daddy Yankee,Gasolina,6.42
Conro,The Chase,6.41035
Ofenbach,Overdrive (feat. Norma Jean Martine),6.398983333333334
Merlinsyoshi,Glitch Genesis,6.384483333333334
Seeb,Say You Love Me,6.381233333333333
Jeck,M'envoler,6.379166666666666
ISHAN,My Mouth (la la la),6.375533333333333
Ameryh,Superpowers,6.370566666666667
Alec Benjamin,Let Me Down Slowly,6.367233333333333
Duumu,You Used To,6.36295
Clara Schumann,"3 Romances, Op. 22: No. 1, Andante molto (Arr. Knoth for Cello and Piano)",6.362233333333333
Basixx,Gotta Give Me Some Love,6.36165
Qeeo,Future Vibes,6.3614
Mackenzy Mackay,Sweet Moment,6.360533333333334
Alex LeMirage,SOLANA,6.3566
Sabrina Carpenter,Feather,6.351466666666667
Rootkit,Promise Me - Melano Remix,6.3483
EDDIE,Night Runners,6.342966666666666
Kadant,In It,6.31785
Fourth Co.,Birds of a Feather,6.3011333333333335
Far Out,Strangers,6.297866666666667
Swif7,No Games,6.29765
LAY,Run Back To You,6.291666666666667
Soprano,Ninja,6.28985
Matt Sassari,Give It To Me - Full Vocal Mix,6.288116666666666
Wind Walkers,Bodybag,6.279233333333333
Feint,Outbreak,6.2739666666666665
Taska Black,Everything You Want,6.2727
Muni Long,Made For Me,6.266666666666667
Chrissy Costanza,If Looks Could Kill,6.266666666666667
Cheque,Holy Gee,6.264966666666667
Stromae,Alors on danse - Radio Edit,6.260083333333333
Charlie Puth,Light Switch,6.256766666666667
Kaskade,Flip Reset,6.255366666666666
Cedric Gervais,The Duty,6.2501
Robert Schumann,"Kinderszenen, Op. 15: No. 1, Von fremden Ländern und Menschen",6.238183333333334
Squeezie,Bye Bye,6.2366
Velveteen,Wasn't Even Close - Instrumental Version,6.235333333333333
OVSKY,Other Side,6.235016666666667
Carl Philipp Emanuel Bach,"Sonata in G Major, H. 119: II. Andante",6.233333333333333
NF,When I Grow Up,6.231433333333333
Ryan Prewett,More,6.22585
D.Meletis,Hacklord Shedletsky LMS - Through Patches of Violet (From 'Limbus Company') - Epic Version,6.22345
Midas the Jagaban,Come We Bill Ehh,6.2222
Alex Skrindo,Ease,6.203383333333333
FWLR,Anyway,6.201
Flux Vortex,Drinking on Your Own,6.200833333333334
Ella Faye,I Was Messed Up,6.176
Stephan Bodzin,Boavista - Innellea's Arp Attachement,6.176
Duncan Laurence,Arcade,6.1715333333333335
Mindme,What About Trust?,6.171283333333333
JVKE,catch me,6.16315
Lucenzo,Vem Dancar Kuduro,6.1535166666666665
William Black,All Falls Down,6.143116666666667
Soprano,Cosmo,6.1302
CLNGR,Shut My Eyes,6.1243
Lost Sky,Unbreakable,6.109733333333334
Ephixa,Matches,6.093866666666667
Chico Rose,Reach For The Sky,6.079283333333334
SABAI,Falling For You,6.06925
vaultboy,you're my moon,6.068933333333334
Jogga,SKEU SKEU (feat. wilsko & 7ia),6.059533333333333
Runtown,Things I Know,6.057933333333334
Johann Sebastian Bach,"Das wohltemperierte Klavier, Buch II: Das wohltemperierte Klavier, Buch II: Präludium IX E-Dur, BWV 878",6.053383333333334
STIM,fall,6.0326
Mitchel Dae,Decorate,6.0307
CG5,Child Wielding Needle,6.024616666666667
GIMS,Est-ce que tu m'aimes ? - Pilule bleue,6.021983333333333
Madeon,No Fear No More (Remix),6.011583333333333
Shadrow,Never Be Alone,6.0
Lennart Schroot,Kuyenda,5.9874833333333335
James Hype,Ferrari,5.98155
Arcando,Ghost Town,5.9704
Devin Kennedy,Eventually,5.968933333333333
Michael Jackson,Thriller,5.963333333333333
Wiguez,Get Out Here,5.945433333333333
Swif7,Don't I,5.939966666666667
Kenya Grace,Strangers,5.9389666666666665
BENNETT,Vois sur ton chemin - Techno Mix,5.938533333333333
Olivia Rodrigo,good 4 u,5.938233333333334
Maryn,Shake You Off,5.936733333333334
Carl Zeer,Talk To Me,5.936533333333333
Johann Sebastian Bach,"Das wohltemperierte Klavier, Buch II: Das wohltemperierte Klavier, Buch II: Präludium VII Es-Dur, BWV 876",5.931583333333333
JVKE,i can't help it,5.9295333333333335
32Stitches,Rest in Paradise,5.92
Johann Sebastian Bach,"Das wohltemperierte Klavier, Buch II: Das wohltemperierte Klavier, Buch II: Präludium VI D-Moll, BWV 875",5.916316666666667
Natasha Bedingfield,Unwritten,5.914316666666667
Johann Sebastian Bach,"Wachet auf, ruft uns die Stimme, BWV 645",5.9093333333333335
Porter Robinson,Get Your Wish,5.902216666666667
Aizu,Left Me Here,5.895816666666667
Teejay,Drift,5.892283333333333
SDM,Bolide allemand,5.891533333333333
Ron Flatter,Amantes Amentes,5.88165
Ludwig van Beethoven,"Piano Sonata in E-Flat Major, WoO 47, No. 1, ""Kurfurstensonaten"": II. Andante",5.877766666666667
Orelsan,La pluie (feat. Stromae),5.874
Rootkit,Only Knew,5.8735333333333335
Favé,FLASHBACK,5.870666666666667
waykap,Adore U,5.8705
Snakywine,Classy Kitty,5.862
Diviners,Guide You Home,5.8611
Pink South,Gipnoz,5.8528
CLNGR,Too Dark,5.846583333333333
Mazare,That's On You,5.8373
KSI,Thick Of It (feat. Trippie Redd),5.836783333333333
Half an Orange,Sunscreen,5.835266666666667
Victony,Jolene,5.833033333333334
Joy Meyer-Williams,Autumn Night,5.828566666666666
vaultboy,closer (feat. salem ilese),5.819366666666666
Wizkid,Bad Girl (feat. Asake),5.808433333333333
Matt Hansen,GRAVITY,5.8082666666666665
Far Out,New Beginning,5.7934833333333335
The Chainsmokers,The One,5.77
REAPER,IMY (feat. Bella Renee),5.75785
Cian Ducrot,I'll Be Waiting,5.751566666666666
Squiid,Atmospherica,5.75095
Disfigure,Losing Sleep,5.750633333333333
Raccy,Laguna,5.744866666666667
Tiësto,10:35,5.741733333333333
Layto,manic,5.741116666666667
Aya Nakamura,Comportement,5.733333333333333
Stromae,Tous les mêmes,5.726983333333333
Mitchel Dae,Re-Attach,5.726466666666667
Omah Lay,Lo Lo,5.724333333333333
MC L da Vinte,Parado no Bailão,5.723066666666667
Falling North,Fade Away (feat. Luma),5.7194666666666665
TV Girl,Cigarettes out the Window,5.71365
Coldplay,Hymn for the Weekend,5.712983333333334
KeBlack,Boucan (feat. Franglish),5.7072
Céline Dion,The Power of Love,5.706666666666667
Anevo,Universe,5.705533333333333
Manuel Ponce,Estrellita (Arr. Abril & Barrueco for Guitar),5.70405
Lil Dicky,Earth,5.702383333333334
CG5,GOT IT MAID (CG5 VERSION),5.6981166666666665
spring gang,Just Say Goodbye,5.696983333333334
Loving Caliber,Like A Ricochet (Deek Cloud Remix),5.6956
ILLENIUM,Where'd U Go,5.687316666666667
vaultboy,where tf have you been?,5.686733333333334
ISHAN,The Blue,5.685766666666667
Tinlicker,Because You Move Me,5.684233333333333
Loving Caliber,Running With The Lions,5.6746
RAFFFA,Feel so Good,5.6681333333333335
Major Lazer,Que Calor,5.666566666666666
Kezah,Mirador,5.666166666666666
Zedd,Tangerine Rays (feat. Bea Miller) - Instrumental,5.662983333333333
Unknown Brain,Wonder,5.659716666666666
WRLD,Drowning,5.657516666666667
Paris Blohm,Warriors,5.656
Distrion,Entropy,5.655633333333333
Tems,Damages,5.645766666666667
Pink Sweat$,At My Worst (feat. Kehlani),5.637566666666666
little purr man,"love you, love you not",5.6344666666666665
Otto Virell,Lumière of Thought,5.631866666666666
Bad Computer,Somewhere New,5.625
Rootkit,Feel Your Love,5.6229
CLNGR,Worth Your While,5.614233333333333
OneRepublic,Run,5.608633333333334
S1mba,Rover (feat. DTG),5.5972
